name,rating,card_type,position,nation,league,team,pace,shooting,passing,dribbling,defense,physicality
Adam Hložek,87,uefa-europa-league-motm,ST,Czech Republic,Bundesliga,Leverkusen,89,87,83,88,42,90
Victor Lindelöf,87,domestic-man-of-the-match,CB,Sweden,Premier League,Manchester Utd,80,58,80,80,89,88
Benjamin Pavard,87,team-of-the-week,RB,France,Bundesliga,FC Bayern München,78,64,82,80,89,87
Iñaki Williams,87,team-of-the-week,RM,Ghana,LaLiga Santander,Athletic Club,96,86,80,85,45,89
Diogo Jota,87,team-of-the-week,LW,Portugal,Premier League,Liverpool,88,86,78,87,59,80
Vitinha,87,team-of-the-week,CM,Portugal,Ligue 1 Uber Eats,Paris SG,82,79,87,91,78,64
Mario Hermoso,87,team-of-the-week,CB,Spain,LaLiga Santander,Atlético de Madrid,83,58,82,80,90,88
Jack Grealish,87,team-of-the-week,LW,England,Premier League,Manchester City,80,80,87,90,49,72
Mateus Uribe,87,team-of-the-week,CM,Colombia,Liga Portugal,FC Porto,82,84,83,85,87,88
Steven Berghuis,87,team-of-the-week,CAM,Netherlands,Eredivisie,Ajax,86,87,89,87,46,76
Denis Bouanga,87,team-of-the-week,LW,Gabon,Major League Soccer,LAFC,96,88,84,88,52,85
Marcus Thuram,87,team-of-the-week,ST,France,Bundesliga,M'gladbach,90,88,82,87,57,85
Nicolás González,87,fut-birthday,RW,Argentina,Serie A TIM,Fiorentina,94,85,84,90,50,70
Jérôme Roussillon,87,showdown,LB,France,Bundesliga,Union Berlin,91,75,81,86,80,81
Ridle Baku,87,fut-birthday,RM,Germany,Bundesliga,VfL Wolfsburg,90,82,82,88,77,85
Jonathan Bamba,87,fut-birthday,LM,France,Ligue 1 Uber Eats,LOSC Lille,92,85,86,90,43,73
Matteo Pessina,87,fut-birthday,CAM,Italy,Serie A TIM,AC Monza,86,84,86,88,81,81
Matteo Pessina,87,fut-birthday,CAM,Italy,Serie A TIM,AC Monza,86,84,86,88,81,81
Pedro Gonçalves,87,uefa-europa-league-motm,CM,Portugal,Liga Portugal,Sporting CP,85,87,87,90,63,71
Jesper Karlsson,87,uecl-motm,LW,Sweden,Eredivisie,AZ,90,85,81,90,43,70
Matteo Darmian,87,uefa-champions-league-motm,CB,Italy,Serie A TIM,Inter,80,66,77,83,88,82
Piero Hincapié,87,fut-birthday,CB,Ecuador,Bundesliga,Leverkusen,88,47,80,82,87,83
Simon Kjær,87,fut-birthday,CB,Denmark,Serie A TIM,Milan,83,59,72,80,90,88
Xavi Simons,87,potm-eredivisie,CAM,Netherlands,Eredivisie,PSV,91,83,86,91,71,79
Ciro Immobile,87,team-of-the-week,ST,Italy,Serie A TIM,Latium,86,88,70,81,40,77
Axel Disasi,87,fut-birthday,CB,France,Ligue 1 Uber Eats,AS Monaco,84,39,71,79,87,88
Romain Alessandrini,87,fut-birthday,ST,France,Chinese Football Association Super League,Shenzhen FC,98,86,84,88,57,80
Samuel Chukwueze,87,fut-birthday,RM,Nigeria,LaLiga Santander,Villarreal CF,95,83,80,92,44,74
Exequiel Palacios,87,team-of-the-week,CDM,Argentina,Bundesliga,Leverkusen,77,82,85,87,83,82
Noni Madueke,87,vfua1,RW,England,Premier League,Chelsea,94,83,82,90,49,75
Junior Firpo,87,vfua1,LB,Spain,Premier League,Leeds United,90,76,82,86,85,87
Arnaut Danjuma,87,vfua1,LM,Netherlands,Premier League,Spurs,92,86,81,90,47,76
Hattan Bahebri,87,vfua1,LW,Saudi Arabia,Rest of World,Al Shabab,90,82,82,92,63,75
Aiden McGeady,87,vfua1,LM,Republic of Ireland,cinch Premiership,Hibernian,90,81,82,92,55,74
Salem Al Dawsari,87,squad-foundations,LW,Saudi Arabia,Rest of World,Al Hilal,92,81,80,92,62,88
Iago Aspas,87,team-of-the-week,ST,Spain,LaLiga Santander,RC Celta,85,87,82,88,37,66
Kyle Walker-Peters,87,team-of-the-week,RB,England,Premier League,Southampton,87,52,78,86,84,82
Éder Militão,87,team-of-the-week,CB,Brazil,LaLiga Santander,Real Madrid,88,54,74,76,88,85
Mateo Kovačić,87,team-of-the-week,CM,Croatia,Premier League,Chelsea,74,73,86,91,75,75
Raphaël Guerreiro,87,team-of-the-week,CM,Portugal,Bundesliga,Borussia Dortmund,81,83,91,92,82,62
Loïs Openda,87,team-of-the-week,ST,Belgium,Ligue 1 Uber Eats,RC Lens,99,88,81,87,40,88
Milot Rashica,87,fantasy-fut,LM,Kosovo,Süper Lig,Galatasaray,93,86,82,88,59,78
Niklas Süle,87,team-of-the-week,CB,Germany,Bundesliga,Borussia Dortmund,75,50,69,61,87,85
Daniel-Kofi Kyereh,87,out-of-position,LW,Ghana,Bundesliga,SC Freiburg,93,84,80,90,36,74
Armand Laurienté,87,fantasy-fut,RM,France,Serie A TIM,Sassuolo,91,87,87,91,48,72
Ángel Di María,87,domestic-man-of-the-match,RW,Argentina,Serie A TIM,Juventus,83,83,87,90,51,73
Luka Jović,87,domestic-man-of-the-match,ST,Serbia,Serie A TIM,Fiorentina,87,88,77,86,35,83
Kamal Miller,87,fantasy-fut,CB,Canada,Major League Soccer,CF Montréal,88,44,77,80,85,92
Christopher Trimmel,87,fantasy-fut,RWB,Austria,Bundesliga,Union Berlin,88,77,87,84,86,90
Eljif Elmas,87,showdown,CAM,FYR Macedonia,Serie A TIM,Napoli,86,81,85,92,76,80
Jacob Murphy,87,showdown,RM,England,Premier League,Newcastle Utd,92,80,84,88,78,78
Declan Rice,87,team-of-the-week,CDM,England,Premier League,West Ham,75,67,77,80,86,87
André-Franck Zambo An...,87,team-of-the-week,CM,Cameroon,Serie A TIM,Napoli,85,78,80,87,87,90
Phil Foden,87,team-of-the-week,RW,England,Premier League,Manchester City,84,81,84,90,58,63
Hany Mukhtar,87,player-moments,CF,Germany,Major League Soccer,Nashville SC,90,84,86,87,55,76
Thiago Martins,87,player-moments,CB,Brazil,Major League Soccer,New York City FC,84,57,72,77,87,88
Sead Kolašinac,87,showdown,CB,Bosnia Herzegovina,Ligue 1 Uber Eats,OM,84,72,78,83,85,93
Benjamin Henrichs,87,showdown,RWB,Germany,Bundesliga,RB Leipzig,90,63,81,87,85,83
Antonio Sanabria,87,showdown,ST,Paraguay,Serie A TIM,Torino,88,89,80,87,40,80
Marcel Halstenberg,87,uefa-champions-league-motm,CB,Germany,Bundesliga,RB Leipzig,81,75,82,82,86,89
Dušan Tadić,87,team-of-the-week,CF,Serbia,Eredivisie,Ajax,73,85,89,87,46,81
Marco Reus,87,team-of-the-week,CAM,Germany,Bundesliga,Borussia Dortmund,74,87,86,88,55,68
Viktor Tsygankov,87,team-of-the-week,RM,Ukraine,LaLiga Santander,Girona FC,92,82,85,87,53,67
Felipe Anderson,87,uecl-road-to-the-final,RW,Brazil,Serie A TIM,Latium,93,84,85,91,64,74
Leonardo Spinazzola,87,flashback-player-sbc,LWB,Italy,Serie A TIM,Roma FC,95,69,80,85,83,80
Donny van de Beek,87,player-moments,CM,Netherlands,Premier League,Manchester Utd,80,86,85,87,81,83
Kevin Volland,87,uefa-europa-league-road-to-the-final,ST,Germany,Ligue 1 Uber Eats,AS Monaco,85,89,84,86,48,88
Donyell Malen,87,uefa-champions-league-road-to-the-final,ST,Netherlands,Bundesliga,Borussia Dortmund,93,84,80,88,45,81
Hamed Junior Traorè,87,fut-future-stars,CAM,Ivory Coast,Serie A TIM,Sassuolo,90,83,87,89,70,74
Jonathan David,87,team-of-the-week,ST,Canada,Ligue 1 Uber Eats,LOSC Lille,90,88,80,86,41,80
Luke Shaw,87,team-of-the-week,CB,England,Premier League,Manchester Utd,85,62,85,85,87,86
Canales,87,team-of-the-week,RM,Spain,LaLiga Santander,Real Betis,87,83,88,85,72,75
Téji Savanier,87,team-of-the-week,CAM,France,Ligue 1 Uber Eats,Montpellier,72,84,90,89,76,75
Khéphren Thuram,87,fut-future-stars,CM,France,Ligue 1 Uber Eats,OGC Nice,85,81,85,87,86,87
Benoît Badiashile,87,fut-future-stars,CB,France,Premier League,Chelsea,81,50,75,75,88,87
Vinicius Souza,87,fut-future-stars,CDM,Brazil,LaLiga Santander,RCD Espanyol,80,46,79,84,86,91
Joe Willock,87,fut-future-stars,CM,England,Premier League,Newcastle Utd,86,84,80,88,80,83
Achraf Hakimi,87,team-of-the-week,RB,Morocco,Ligue 1 Uber Eats,Paris SG,94,78,83,83,79,82
Theo Walcott,87,flashback-player-sbc,RW,England,Premier League,Southampton,99,86,82,87,44,72
Sancet,87,fut-future-stars,ST,Spain,LaLiga Santander,Athletic Club,87,88,82,86,60,79
Pierre Kalulu,87,fut-future-stars,CB,France,Serie A TIM,Milan,85,56,75,77,87,84
Marcus Rashford,87,potm-premier-league,LW,England,Premier League,Manchester Utd,92,87,82,86,48,80
Folarin Balogun,87,fut-future-stars,LW,England,Ligue 1 Uber Eats,Stade de Reims,96,80,84,88,40,77
Folarin Balogun,87,fut-future-stars,ST,England,Ligue 1 Uber Eats,Stade de Reims,92,87,74,85,40,84
Domenico Berardi,87,team-of-the-week,RW,Italy,Serie A TIM,Sassuolo,86,85,84,89,40,75
Rodrigo Javier De Paul,87,team-of-the-week,RM,Argentina,LaLiga Santander,Atlético de Madrid,82,81,86,85,79,84
Bremer,87,toty-honourable-mentions,CB,Brazil,Serie A TIM,Juventus,83,54,63,70,90,85
Azzedine Ounahi,87,toty-honourable-mentions,CM,Morocco,Ligue 1 Uber Eats,Angers SCO,82,81,85,90,76,84
Ritsu Doan,87,toty-honourable-mentions,RM,Japan,Bundesliga,SC Freiburg,92,82,85,92,50,68
James Ward-Prowse,87,team-of-the-week,CAM,England,Premier League,Southampton,78,83,92,86,77,81
Victor Osimhen,87,team-of-the-week,ST,Nigeria,Serie A TIM,Napoli,94,87,71,83,45,85
Hamari Traoré,87,team-of-the-week,RWB,Mali,Ligue 1 Uber Eats,Stade Rennais FC,91,65,80,83,82,86
Ștefan Radu,87,fut-centurions,CB,Romania,Serie A TIM,Latium,82,69,75,79,88,83
Álex Fernández,87,fut-centurions,CAM,Spain,LaLiga Santander,Cádiz CF,84,85,88,86,79,78
Iago Aspas,87,fut-centurions,ST,Spain,LaLiga Santander,RC Celta,87,90,83,90,37,75
Dušan Tadić,87,fut-centurions,LW,Serbia,Eredivisie,Ajax,83,87,91,89,50,82
Azpilicueta,87,fut-centurions,CB,Spain,Premier League,Chelsea,82,60,85,82,88,84
Domenico Berardi,87,fut-centurions,RM,Italy,Serie A TIM,Sassuolo,87,87,84,88,59,79
Declan Rice,87,fut-centurions,CDM,England,Premier League,West Ham,82,70,81,84,88,89
James Tavernier,87,fut-centurions,RB,England,cinch Premiership,Rangers,90,82,85,83,80,87
Danilo,87,team-of-the-week,CB,Brazil,Serie A TIM,Juventus,80,75,81,81,88,86
Jules Koundé,87,team-of-the-week,RB,France,LaLiga Santander,FC Barcelona,87,48,68,78,88,83
Anderson Talisca,87,team-of-the-week,CF,Brazil,Rest of World,Al Nassr,86,87,84,88,58,81
Marcos Acuña,87,team-of-the-week,LM,Argentina,LaLiga Santander,Sevilla FC,79,77,85,89,82,85
Alexander Sørloth,87,team-of-the-week,ST,Norway,LaLiga Santander,Real Sociedad,91,86,81,85,45,93
Raúl García,87,fut-centurions,ST,Spain,LaLiga Santander,Athletic Club,85,87,87,86,66,89
Fabio Quagliarella,87,fut-centurions,ST,Italy,Serie A TIM,Sampdoria,87,90,85,89,37,75
Lucas Vázquez,87,fut-centurions,RB,Spain,LaLiga Santander,Real Madrid,88,80,85,86,82,81
Joaquín,87,fut-centurions,RM,Spain,LaLiga Santander,Real Betis,87,87,91,87,48,75
Ante Rebić,87,fut-centurions,LW,Croatia,Serie A TIM,Milan,93,87,82,88,54,87
Douglas Luiz,87,team-of-the-week,CDM,Brazil,Premier League,Aston Villa,78,76,87,87,83,80
Antoine Griezmann,87,team-of-the-week,ST,France,LaLiga Santander,Atlético de Madrid,86,87,87,90,56,78
Mehdi Taremi,87,team-of-the-week,ST,Iran,Liga Portugal,FC Porto,87,88,80,87,42,80
Jonjoe Kenny,87,winter-wildcards,RB,England,Bundesliga,Hertha Berlin,91,65,80,83,84,83
Nicolas Pépé,87,winter-wildcards,LW,Ivory Coast,Ligue 1 Uber Eats,OGC Nice,92,85,82,87,45,72
Jordan Amavi,87,winter-wildcards,RB,France,LaLiga Santander,Getafe CF,88,74,81,83,85,87
Wout Weghorst,87,winter-wildcards,CB,Netherlands,Süper Lig,Beşiktaş,78,83,66,77,86,91
Kevin-Prince Boateng,87,winter-wildcards,CB,Ghana,Bundesliga,Hertha Berlin,75,52,75,68,87,85
Florian Wirtz,87,winter-wildcards,CAM,Germany,Bundesliga,Leverkusen,85,82,86,92,56,65
Allan Saint-Maximin,87,winter-wildcards,LW,France,Premier League,Newcastle Utd,93,81,81,91,32,75
Eric Bailly,87,winter-wildcards,CB,Ivory Coast,Ligue 1 Uber Eats,OM,83,53,70,77,87,88
Ryan Gravenberch,87,winter-wildcards,CM,Netherlands,Bundesliga,FC Bayern München,84,83,86,88,76,80
Rodrigo Javier De Paul,87,winter-wildcards,CM,Argentina,LaLiga Santander,Atlético de Madrid,82,82,87,85,80,84
Ousmane Dembélé,87,winter-wildcards,ST,France,LaLiga Santander,FC Barcelona,95,82,84,91,40,64
Giorgio Chiellini,87,winter-wildcards,CAM,Italy,Major League Soccer,LAFC,88,87,85,86,70,84
Ferland Mendy,87,winter-wildcards,LB,France,LaLiga Santander,Real Madrid,95,70,87,82,81,83
Jordi Osei-Tutu,87,out-of-position,LM,England,Bundesliga,VfL Bochum,92,84,85,87,77,79
Kieran Trippier,87,winter-wildcards,RB,England,Premier League,Newcastle Utd,88,72,87,83,85,82
Sandro Tonali,87,winter-wildcards,CDM,Italy,Serie A TIM,Milan,85,78,86,85,84,87
Mario Götze,87,player-moments,CAM,Germany,Bundesliga,Frankfurt,84,84,87,90,62,75
Sofyan Amrabat,87,world-cup-team-of-the-tournament,CDM,Morocco,Serie A TIM,Fiorentina,78,81,81,87,84,90
Ivan Perišić,87,world-cup-team-of-the-tournament,LW,Croatia,Premier League,Spurs,87,85,88,87,78,85
Denzel Dumfries,87,world-cup-team-of-the-tournament,RWB,Netherlands,Serie A TIM,Inter,86,73,78,81,83,93
Ángel Correa,87,world-cup-showdown,ST,Argentina,LaLiga Santander,Atlético de Madrid,88,87,83,90,55,80
Benjamin Pavard,87,player-moments,RB,France,Bundesliga,FC Bayern München,81,65,80,79,88,85
Cristiano Ronaldo,87,flashback-player-sbc,LW,Portugal,Premier League,Manchester Utd,91,84,75,89,31,73
Rodrygo,87,world-cup-phenoms,RW,Brazil,LaLiga Santander,Real Madrid,94,83,80,90,35,63
Gonçalo Ramos,87,world-cup-phenoms,ST,Portugal,Liga Portugal,SL Benfica,88,87,76,85,50,87
Achraf Hakimi,87,world-cup-phenoms,RB,Morocco,Ligue 1 Uber Eats,Paris SG,94,78,82,83,80,82
Eduardo Camavinga,87,world-cup-phenoms,CM,France,LaLiga Santander,Real Madrid,85,73,86,90,83,86
Serge Gnabry,87,potm-bundesliga,RW,Germany,Bundesliga,FC Bayern München,85,86,81,87,45,72
Olivier Giroud,87,world-cup-stories,ST,France,Serie A TIM,Milan,85,88,78,85,46,87
Alphonso Davies,87,world-cup-stories,LW,Canada,Bundesliga,FC Bayern München,96,80,82,87,79,80
Lionel Messi,87,flashback-player-sbc,RW,Argentina,Ligue 1 Uber Eats,Paris SG,90,81,86,91,35,63
Benjamin White,87,road-to-world-cup,CB,England,Premier League,Arsenal,80,37,75,80,88,84
Moise Kean,87,potm-serie-a,ST,Italy,Serie A TIM,Juventus,92,86,69,87,49,84
Hirving Lozano,87,world-cup-path-to-glory,RW,Mexico,Serie A TIM,Napoli,97,83,80,88,48,70
Juan Cuadrado,87,player-moments,RM,Colombia,Serie A TIM,Juventus,94,80,82,90,80,78
Junya Ito,87,world-cup-path-to-glory,RW,Japan,Ligue 1 Uber Eats,Stade de Reims,96,81,82,86,67,78
Yannick Carrasco,87,world-cup-path-to-glory,LM,Belgium,LaLiga Santander,Atlético de Madrid,91,84,82,90,55,69
Martin Terrier,87,potm-ligue-1,LW,France,Ligue 1 Uber Eats,Stade Rennais FC,92,87,83,84,42,78
David Silva,87,flashback-player-sbc,CAM,Spain,LaLiga Santander,Real Sociedad,84,84,88,87,67,70
Leander Dendoncker,87,storyline,CB,Belgium,Premier League,Aston Villa,79,77,83,80,85,88
Leon Goretzka,87,world-cup-player,CM,Germany,World Cup,Germany,78,82,82,83,81,86
Leandro Paredes,87,storyline,CDM,Argentina,Serie A TIM,Juventus,75,79,87,84,82,85
Park Ji Sung,87,world-cup-hero,CAM,Korea Republic,Premier League,HERO,86,81,84,87,80,82
Danilo Pereira,87,world-cup-star,CDM,Portugal,Ligue 1 Uber Eats,Paris SG,80,73,83,84,87,88
Ciro Immobile,87,team-of-the-week,ST,Italy,Serie A TIM,Latium,86,88,70,81,40,77
Nathan Aké,87,world-cup-star,CB,Netherlands,Premier League,Manchester City,81,58,77,78,86,85
Kalidou Koulibaly,87,world-cup-player,CB,Senegal,World Cup,Senegal,82,33,59,68,88,85
Morata,87,world-cup-star,ST,Spain,LaLiga Santander,Atlético de Madrid,87,88,79,86,40,85
Joaquín Correa,87,world-cup-star,CF,Argentina,Serie A TIM,Inter,87,85,85,87,43,79
André Silva,87,storyline,ST,Portugal,Bundesliga,RB Leipzig,84,87,77,86,52,83
Andreas Christensen,87,world-cup-star,CB,Denmark,LaLiga Santander,FC Barcelona,80,40,76,78,86,82
Serge Gnabry,87,world-cup-path-to-glory,RM,Germany,Bundesliga,FC Bayern München,87,87,82,87,44,73
Sidney Govou,87,world-cup-hero,CAM,France,Ligue 1 Uber Eats,HERO,90,90,83,89,56,71
Julian Brandt,87,world-cup-star,CAM,Germany,Bundesliga,Borussia Dortmund,82,86,85,88,54,78
Rafael Leão,87,potm-serie-a,LW,Portugal,Serie A TIM,Milan,93,81,78,89,30,79
Andrej Kramarić,87,world-cup-star,CF,Croatia,Bundesliga,TSG Hoffenheim,85,86,83,87,39,82
Rodri,87,world-cup-player,CDM,Spain,World Cup,Spain,58,72,78,79,83,84
Trent Alexander-Arnold,87,world-cup-player,RB,England,World Cup,England,76,69,89,80,80,73
Fabinho,87,world-cup-player,CDM,Brazil,World Cup,Brazil,66,69,78,77,86,83
Frenkie de Jong,87,world-cup-player,CM,Netherlands,World Cup,Holland,82,69,86,87,77,78
Thomas Müller,87,world-cup-player,CAM,Germany,World Cup,Germany,69,84,83,80,56,71
Antonio Rüdiger,87,world-cup-player,CB,Germany,World Cup,Germany,82,53,71,67,86,85
Denis Zakaria,87,world-cup-path-to-glory,CDM,Switzerland,Premier League,Chelsea,86,72,82,82,86,89
Ansu Fati,87,out-of-position,ST,Spain,LaLiga Santander,FC Barcelona,92,85,81,87,36,63
Fred,87,out-of-position,LM,Brazil,Premier League,Manchester Utd,88,80,84,88,65,78
Mauro Icardi,87,out-of-position,LW,Argentina,Süper Lig,Galatasaray,87,85,82,86,43,81
Federico Chiesa,87,out-of-position,RW,Italy,Serie A TIM,Juventus,93,85,81,89,51,77
Cody Gakpo,87,potm-eredivisie,LW,Netherlands,Eredivisie,PSV,90,86,83,88,45,80
Davinson Sánchez,87,rulebreakers,CB,Colombia,Premier League,Spurs,80,52,71,63,87,86
Leonardo Bonucci,87,rulebreakers,CB,Italy,Serie A TIM,Juventus,78,63,72,68,87,85
Kalvin Phillips,87,rulebreakers,CDM,England,Premier League,Manchester City,75,73,84,83,88,80
Dimitri Payet,87,rulebreakers,CAM,France,,OM,87,86,81,86,44,78
Nicolò Barella,87,team-of-the-week,CM,Italy,Serie A TIM,Inter,80,78,84,85,79,82
Lautaro Martínez,87,team-of-the-week,ST,Argentina,Serie A TIM,Inter,84,85,74,86,49,85
Nabil Fekir,87,rulebreakers,CAM,France,LaLiga Santander,Real Betis,85,85,88,84,40,83
Sávio,87,uel-road-to-the-knockouts,RW,Brazil,Eredivisie,PSV,90,86,88,89,42,65
João Mário,87,ucl-road-to-the-knockouts,CM,Portugal,Liga Portugal,SL Benfica,83,83,88,89,74,75
Lorenzo Insigne,87,rulebreakers,LW,Italy,Major League Soccer,Toronto FC,90,85,87,86,40,51
Joe Cole,87,fut-heroes,RW,England,Premier League,HERO,88,84,86,90,51,72
Tomas Brolin,87,fut-heroes,ST,Sweden,Serie A TIM,HERO,87,88,83,90,59,69
Yaya Touré,87,fut-heroes,CDM,Ivory Coast,Premier League,HERO,78,83,86,84,80,89
Iván Córdoba,87,fut-heroes,CB,Colombia,Serie A TIM,HERO,86,63,65,68,90,87
Claudio Marchisio,87,fut-heroes,CM,Italy,Serie A TIM,HERO,82,81,85,86,80,82
Harry Kewell,87,fut-heroes,LW,Australia,Premier League,HERO,90,85,88,88,52,69
Hidetoshi Nakata,87,fut-heroes,CAM,Japan,Serie A TIM,HERO,85,84,85,86,62,65
Sergej Milinković-Savić,87,team-of-the-week,CM,Serbia,Serie A TIM,Latium,70,82,83,83,80,87
Patrik Schick,87,ucl-road-to-the-knockouts,ST,Czech Republic,Bundesliga,Leverkusen,82,87,74,85,38,79
Ibrahima Konaté,87,ucl-road-to-the-knockouts,CB,France,Premier League,Liverpool,84,40,66,76,88,86
Dejan Kulusevski,87,ucl-road-to-the-knockouts,RW,Sweden,Premier League,Spurs,86,85,86,88,62,83
Lucas Paquetá,87,uecl-road-to-the-knockouts,CAM,Brazil,Premier League,West Ham,80,84,85,90,76,84
Ismaël Bennacer,87,ucl-road-to-the-knockouts,CDM,Algeria,Serie A TIM,Milan,83,74,86,91,84,83
André-Franck Zambo An...,87,ucl-road-to-the-knockouts,CDM,Cameroon,Serie A TIM,Napoli,84,77,80,88,87,90
Aaron Wan-Bissaka,87,uel-road-to-the-knockouts,RB,England,Premier League,Manchester Utd,90,57,75,83,86,83
Darwin Núñez,87,ones-to-watch,ST,Uruguay,Premier League,Liverpool,94,87,76,85,47,91
Corentin Tolisso,87,ones-to-watch,CM,France,Ligue 1 Uber Eats,OL,77,85,83,86,84,83
Ian Wright,87,icon,ST,England,Icons,Icons,85,89,69,82,40,75
Luis Hernández,87,icon,ST,Mexico,Icons,Icons,91,87,73,87,47,68
Davor Šuker,87,icon,ST,Croatia,Icons,Icons,86,90,80,89,42,76
Didier Drogba,87,icon,ST,Ivory Coast,Icons,Icons,88,87,71,80,43,86
Samuel Eto'o,87,icon,ST,Cameroon,Icons,Icons,94,89,78,86,43,80
Ian Rush,87,icon,ST,Wales,Icons,Icons,86,88,70,83,41,79
Hugo Sánchez,87,icon,ST,Mexico,Icons,Icons,88,88,78,86,43,70
Emilio Butragueño,87,icon,ST,Spain,Icons,Icons,90,86,75,89,40,64
Alessandro Del Piero,87,icon,CF,Italy,Icons,Icons,88,88,84,89,40,70
Hristo Stoichkov,87,icon,ST,Bulgaria,Icons,Icons,87,88,85,87,44,81
Henrik Larsson,87,icon,ST,Sweden,Icons,Icons,85,84,77,82,44,71
Kenny Dalglish,87,icon,ST,Scotland,Icons,Icons,87,88,74,88,40,70
Alan Shearer,87,icon,ST,England,Icons,Icons,76,88,76,76,53,84
Hernán Crespo,87,icon,ST,Argentina,Icons,Icons,86,88,71,86,40,72
Miroslav Klose,87,icon,ST,Germany,Icons,Icons,77,85,73,78,41,70
Gianfranco Zola,87,icon,CF,Italy,Icons,Icons,88,87,85,90,41,64
Gary Lineker,87,icon,ST,England,Icons,Icons,84,88,70,81,40,75
Robin van Persie,87,icon,ST,Netherlands,Icons,Icons,87,89,84,90,42,73
Dennis Bergkamp,87,icon,CF,Netherlands,Icons,Icons,76,85,85,87,39,73
John Barnes,87,icon,LW,England,Icons,Icons,88,83,82,87,40,82
Thierry Henry,87,icon,LW,France,Icons,Icons,93,82,79,87,43,68
Xabi Alonso,87,icon,CDM,Spain,Icons,Icons,67,78,85,78,83,81
Kaká,87,icon,CAM,Brazil,Icons,Icons,88,80,83,90,41,67
Claude Makélélé,87,icon,CDM,France,Icons,Icons,78,47,77,77,86,85
Rivaldo,87,icon,CAM,Brazil,Icons,Icons,86,87,85,88,42,76
Juan Román Riquelme,87,icon,CAM,Argentina,Icons,Icons,68,82,89,90,29,66
David Beckham,87,icon,CM,England,Icons,Icons,78,84,92,85,71,78
Paul Scholes,87,icon,CM,England,Icons,Icons,68,83,90,78,66,76
Bastian Schweinsteiger,87,icon,LM,Germany,Icons,Icons,80,86,84,85,70,80
Gennaro Gattuso,87,icon,CDM,Italy,Icons,Icons,74,62,68,70,87,90
Michaël Essien,87,icon,CDM,Ghana,Icons,Icons,77,71,80,80,86,85
Sócrates,87,icon,CAM,Brazil,Icons,Icons,80,86,87,87,47,82
Bobby Moore,87,icon,CB,England,Icons,Icons,70,60,78,73,90,83
Sol Campbell,87,icon,CB,England,Icons,Icons,82,44,58,55,87,87
Gianluca Zambrotta,87,icon,LB,Italy,Icons,Icons,87,70,82,82,86,85
Marcel Desailly,87,icon,CB,France,Icons,Icons,84,47,61,61,85,87
Ashley Cole,87,icon,LB,England,Icons,Icons,85,65,82,81,86,75
Philipp Lahm,87,icon,LB,Germany,Icons,Icons,88,70,82,86,85,70
Carlos Alberto,87,icon,CB,Brazil,Icons,Icons,82,62,80,80,88,83
Fabio Cannavaro,87,icon,CB,Italy,Icons,Icons,82,42,60,68,90,81
Javier Zanetti,87,icon,LB,Argentina,Icons,Icons,88,59,82,80,83,80
Marco Verratti,87,rare,CM,Italy,Ligue 1 Uber Eats,Paris SG,60,61,87,91,79,66
Andrew Robertson,87,rare,LB,Scotland,Premier League,Liverpool,80,61,81,81,82,76
Fabinho,87,rare,CDM,Brazil,Premier League,Liverpool,66,69,78,77,86,83
Rodri,87,rare,CDM,Spain,Premier League,Manchester City,58,72,78,79,83,84
